id,x0,x1,x2,fitness7.5,fitness7,fitness8,fitness6,fitness8.5,fitness6.5,fitness9,fitness5,fitness4.5,fitness4,fitness3.5,fitness9.5,fitness10,fitness5.5,fitness2.5,fitness10.5,fitness2
197134,4.0495,8.54295,6.9483,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197247,5.10519,7.58604,7.32617,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197565,5.03114,7.30026,7.67887,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197694,6.59201,7.76448,7.11715,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197972,6.88408,8.93253,8.08548,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198166,8.52094,7.43284,8.04831,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198300,8.26351,7.7732,7.32899,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198401,7.62394,6.7154,7.16285,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198778,8.30588,7.58679,6.52771,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198843,8.0112,7.441,6.55431,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199154,8.37294,7.08993,7.4015,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199220,8.43974,3.9843,8.07681,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199419,7.14663,3.84478,7.67646,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199789,7.67694,4.41202,8.39081,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200000,6.96869,6.53886,8.56775,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
